bar_ts_utc,close_adj,ret_1bar,abs_ret_1bar,candidate_name,symbol,timeframe
2025-04-09 04:00:00+00:00,113.69,0.1144985785707282,0.1144985785707282,XOP_1d_downtrend_rebound,XOP,1d
2025-04-03 04:00:00+00:00,119.44,-0.10732436472346796,0.10732436472346796,XOP_1d_downtrend_rebound,XOP,1d
2025-04-04 04:00:00+00:00,106.71,-0.10658070997990632,0.10658070997990632,XOP_1d_downtrend_rebound,XOP,1d
2022-05-09 04:00:00+00:00,127.18,-0.10373502466525719,0.10373502466525719,XOP_1d_downtrend_rebound,XOP,1d
2025-04-10 04:00:00+00:00,104.385,-0.0818453689858386,0.0818453689858386,XOP_1d_downtrend_rebound,XOP,1d
2022-09-23 04:00:00+00:00,118.54,-0.08065767023421744,0.08065767023421744,XOP_1d_downtrend_rebound,XOP,1d
2021-09-27 04:00:00+00:00,98.8,0.0726887791107973,0.0726887791107973,XOP_1d_downtrend_rebound,XOP,1d
2022-06-17 04:00:00+00:00,129.4,-0.07260087436393603,0.07260087436393603,XOP_1d_downtrend_rebound,XOP,1d
2021-11-26 05:00:00+00:00,98.6,-0.06761229314420814,0.06761229314420814,XOP_1d_downtrend_rebound,XOP,1d
2022-11-09 05:00:00+00:00,148.57,-0.0665954639693409,0.0665954639693409,XOP_1d_downtrend_rebound,XOP,1d
2025-04-09 00:00:00+00:00,39.4637623724,0.08738386966431966,0.08738386966431966,XLB_1d_downtrend_rebound,XLB,1d
2025-04-04 00:00:00+00:00,38.0564365225,-0.06259027443570209,0.06259027443570209,XLB_1d_downtrend_rebound,XLB,1d
2022-11-10 00:00:00+00:00,37.309754953,0.05534376232448368,0.05534376232448368,XLB_1d_downtrend_rebound,XLB,1d
2025-04-03 00:00:00+00:00,40.5974415292,-0.0451672221572319,0.0451672221572319,XLB_1d_downtrend_rebound,XLB,1d
2022-06-24 00:00:00+00:00,35.3378831827,0.03970628229369777,0.03970628229369777,XLB_1d_downtrend_rebound,XLB,1d
2022-06-13 00:00:00+00:00,36.026024666,-0.03905963022006187,0.03905963022006187,XLB_1d_downtrend_rebound,XLB,1d
2022-04-22 00:00:00+00:00,39.3587073759,-0.03738632536217601,0.03738632536217601,XLB_1d_downtrend_rebound,XLB,1d
2022-10-04 00:00:00+00:00,33.8334598976,0.036741669042687164,0.036741669042687164,XLB_1d_downtrend_rebound,XLB,1d
2022-02-25 00:00:00+00:00,38.5722136252,0.036499938552420286,0.036499938552420286,XLB_1d_downtrend_rebound,XLB,1d
2022-06-16 00:00:00+00:00,34.4514927521,-0.036090418700746474,0.036090418700746474,XLB_1d_downtrend_rebound,XLB,1d
2025-04-09 00:00:00+00:00,69.7124021482,0.17314139880857593,0.17314139880857593,KLAC_1d_downtrend_rebound,KLAC,1d
2026-01-30 00:00:00+00:00,142.4232009586,-0.15241198781947884,0.15241198781947884,KLAC_1d_downtrend_rebound,KLAC,1d
2024-10-15 00:00:00+00:00,69.7969114728,-0.14696558789867642,0.14696558789867642,KLAC_1d_downtrend_rebound,KLAC,1d
2026-06-11 00:00:00+00:00,241.164,0.12923526437039956,0.12923526437039956,KLAC_1d_downtrend_rebound,KLAC,1d
2026-06-29 00:00:00+00:00,278.39,0.1196509009009008,0.1196509009009008,KLAC_1d_downtrend_rebound,KLAC,1d
2026-07-01 00:00:00+00:00,266.19,-0.11772894501342346,0.11772894501342346,KLAC_1d_downtrend_rebound,KLAC,1d
2026-07-02 00:00:00+00:00,235.55,-0.11510575153086133,0.11510575153086133,KLAC_1d_downtrend_rebound,KLAC,1d
2024-07-17 00:00:00+00:00,76.9644531396,-0.0985147258927842,0.0985147258927842,KLAC_1d_downtrend_rebound,KLAC,1d
2025-04-03 00:00:00+00:00,61.5359564085,-0.0952651597948001,0.0952651597948001,KLAC_1d_downtrend_rebound,KLAC,1d
2024-09-03 00:00:00+00:00,73.1214662201,-0.09518811857030174,0.09518811857030174,KLAC_1d_downtrend_rebound,KLAC,1d
2025-04-09 00:00:00+00:00,46.3557782937,0.07536429872443318,0.07536429872443318,XLF_1d_stretched_up_flat,XLF,1d
2025-04-04 00:00:00+00:00,43.3818632349,-0.07318096036818056,0.07318096036818056,XLF_1d_stretched_up_flat,XLF,1d
2024-11-06 00:00:00+00:00,48.254543388,0.06080068507923375,0.06080068507923375,XLF_1d_stretched_up_flat,XLF,1d
2022-11-10 00:00:00+00:00,33.4151565247,0.05048715677596083,0.05048715677596083,XLF_1d_stretched_up_flat,XLF,1d
2025-04-03 00:00:00+00:00,46.8072637482,-0.04924242424172398,0.04924242424172398,XLF_1d_stretched_up_flat,XLF,1d
2022-10-13 00:00:00+00:00,29.6209678693,0.041267745129608846,0.041267745129608846,XLF_1d_stretched_up_flat,XLF,1d
2023-03-09 00:00:00+00:00,31.6969681831,-0.04061784896983267,0.04061784896983267,XLF_1d_stretched_up_flat,XLF,1d
2023-03-13 00:00:00+00:00,29.8919231852,-0.03947767992835649,0.03947767992835649,XLF_1d_stretched_up_flat,XLF,1d
2022-09-13 00:00:00+00:00,31.1591939403,-0.037240184757463934,0.037240184757463934,XLF_1d_stretched_up_flat,XLF,1d
2022-10-04 00:00:00+00:00,30.3722923555,0.03720333547071131,0.03720333547071131,XLF_1d_stretched_up_flat,XLF,1d
